 0.806	24.466	 0.029	 0.037	 8.984	1
 0.840	24.191	 1.230	 0.070	 8.467	1
 0.501	23.277	 0.471	 0.005	 8.617	1
 0.533	23.313	 1.278	 0.049	 9.808	1
 0.534	23.455	-0.552	 0.082	10.870	1
 0.932	24.775	 0.258	 0.023	 7.908	1
 0.822	24.189	 2.000	-0.005	11.326	1
 0.554	23.411	 0.012	-0.032	11.193	1
 0.125	19.752	-0.357	-0.019	 9.740	1
 0.842	24.283	 1.261	-0.059	 9.051	1
 0.444	22.995	-1.632	-0.014	10.905	1
 0.728	23.947	-0.795	-0.107	10.293	1
 0.684	24.055	 0.692	 0.000	10.083	1
 0.443	22.664	 1.153	-0.026	10.460	1
 0.727	23.897	 0.615	-0.072	 8.709	1
 0.283	22.152	 0.088	 0.089	 9.589	1
 0.405	22.603	-0.385	-0.069	 9.512	1
 0.520	22.874	 0.770	-0.141	 9.554	1
 0.691	24.378	-0.154	 0.177	 9.459	1
 1.061	24.708	-0.953	-0.158	 7.715	1
 0.577	23.457	-1.366	-0.076	10.766	1
 0.268	21.712	-0.072	 0.048	 9.550	1
 0.721	23.914	 0.235	-0.071	 9.300	1
 0.250	21.864	-0.527	 0.115	10.590	1
 0.761	23.907	 0.551	-0.129	10.438	1
 0.698	23.730	 0.679	-0.098	 8.544	1
 0.550	23.220	 0.769	-0.043	 9.960	1
 0.730	23.905	 0.682	 0.013	 9.276	1
 0.848	24.196	 1.752	-0.109	 8.861	1
 0.998	24.529	 1.177	-0.087	 9.333	1
 0.435	22.524	-0.396	-0.047	10.627	1
 0.409	22.557	 0.431	-0.037	 9.107	1
 0.302	21.442	 0.519	-0.162	 9.381	1
 1.299	25.691	 0.664	 0.010	 9.381	4
 1.021	24.965	 0.305	-0.104	10.004	4
 0.840	24.363	-0.082	-0.020	10.626	4
 1.121	25.147	 0.620	-0.075	 8.335	4
 1.231	26.047	-0.077	 0.087	10.134	4
 0.974	24.886	 1.716	-0.005	 9.317	4
 0.971	25.020	-0.103	-0.218	10.633	4
 0.064	18.348	-1.202	 0.010	10.531	2
 0.129	20.337	-2.529	 0.051	10.456	2
 0.103	19.157	-0.005	-0.087	10.955	2
 0.044	17.532	-0.953	 0.057	 9.998	2
 0.113	19.114	 1.734	-0.072	 9.420	2
 0.256	21.538	-0.623	-0.027	11.130	2
 0.380	22.200	-1.510	-0.206	10.689	2
 0.145	20.283	-1.607	 0.075	 9.291	2
 0.089	19.115	-0.548	 0.049	10.171	2
 0.261	21.218	-0.959	-0.119	11.028	2
 0.079	19.150	-0.561	 0.096	10.590	2
 0.083	19.386	-1.832	 0.036	10.955	2
 0.166	20.412	-1.019	 0.037	11.085	2
 0.168	20.174	-0.580	-0.062	10.467	2
 0.171	20.782	-1.918	 0.041	 5.000	2
 0.170	20.135	 0.860	-0.090	10.118	2
 0.120	20.210	-0.303	 0.141	10.629	2
 0.277	21.365	 0.208	-0.041	10.140	2
 0.232	21.099	 0.772	 0.035	 9.324	2
 0.306	21.588	-1.955	-0.058	10.972	2
 0.080	19.020	-0.069	 0.070	10.081	2
 0.174	20.351	 0.026	 0.015	10.482	2
 0.139	19.897	-0.558	-0.064	10.896	2
 0.146	20.062	 1.887	 0.022	10.785	2
 0.081	18.916	-0.332	-0.005	 9.793	2
 0.234	20.793	 1.185	-0.092	11.563	2
 0.257	21.307	 0.116	-0.081	 8.871	2
 0.246	21.152	 0.070	-0.048	 9.565	2
 0.126	19.890	-0.332	-0.012	10.193	2
 0.224	21.237	 0.742	 0.029	10.714	2
 0.103	19.206	 1.419	-0.023	 5.000	2
 0.120	19.579	-0.014	-0.068	 9.624	2
 0.181	20.674	-0.137	 0.052	10.414	2
 0.197	20.348	 0.949	-0.145	 9.999	2
 0.229	21.093	 0.392	-0.013	10.027	2
 0.265	21.535	 0.347	-0.022	11.053	2
 0.103	19.374	-1.413	-0.057	11.161	2
 0.364	22.300	 0.660	-0.102	11.250	2
 0.206	20.662	 0.259	 0.008	 9.363	2
 0.180	21.152	 0.480	 0.093	 9.975	2
 0.200	20.850	 1.115	 0.018	10.014	2
 0.157	20.298	 1.040	 0.088	10.648	2
 0.162	20.328	 1.786	 0.020	 8.508	2
 0.210	21.865	-0.978	 0.260	10.360	2
 0.242	21.801	-0.200	 0.139	10.402	2
 0.236	21.462	-1.554	-0.095	11.103	2
 0.227	21.068	-0.246	-0.040	 8.902	2
 0.297	21.382	 0.079	-0.096	10.509	2
 0.209	20.762	 1.026	-0.031	 5.000	2
 0.251	21.936	-1.339	 0.082	10.996	2
 0.250	20.967	 1.161	-0.148	10.449	2
 0.118	19.052	 0.790	-0.101	10.950	2
 0.220	20.856	 1.253	-0.040	 9.620	2
 0.149	19.972	 1.117	-0.027	 9.589	2
 0.287	21.263	 1.099	-0.167	 5.000	2
 0.144	19.838	 0.789	-0.019	10.018	2
 0.328	21.645	 1.180	-0.018	11.042	2
 0.246	21.075	 0.625	-0.078	10.462	2
 0.120	20.320	 0.743	 0.166	 9.600	2
 0.328	22.190	-0.708	-0.100	10.510	2
 0.215	21.433	-0.316	-0.022	 9.670	2
 0.145	20.467	-1.923	 0.038	 8.378	2
 0.132	20.147	 0.248	-0.001	 8.938	2
 0.211	20.481	 1.125	-0.058	10.943	2
 0.204	20.912	-0.340	-0.033	10.284	2
 0.280	21.350	 0.694	-0.030	 8.814	2
 0.044	17.546	-0.162	 0.091	10.513	2
 0.180	20.229	-0.309	-0.069	10.514	2
 0.261	21.261	 1.298	-0.081	 5.000	2
 0.057	17.780	 0.864	 0.028	 9.930	2
 0.213	21.246	 0.141	 0.014	 9.741	2
 0.369	22.210	-1.193	-0.221	10.479	2
 0.174	20.452	-0.746	-0.098	11.260	2
 0.143	19.709	 0.594	-0.095	 9.770	2
 0.178	20.153	 0.289	-0.107	 9.886	2
 0.328	21.823	-0.041	-0.029	10.930	2
 0.254	21.385	-1.040	-0.172	10.917	2
 0.300	21.707	-0.087	 0.033	10.469	2
 0.106	19.371	-0.673	 0.021	10.383	2
 0.223	20.942	 0.634	-0.045	10.904	2
 0.118	19.437	 1.291	-0.047	 8.922	2
 0.177	20.179	 0.225	-0.118	 9.807	2
 0.183	20.867	 1.016	 0.073	10.083	2
 0.298	21.846	-2.485	-0.059	 9.519	2
 0.197	20.684	-0.774	-0.071	10.796	2
 0.153	19.761	 1.068	-0.133	 9.218	2
 0.248	21.203	-0.285	-0.054	10.744	2
 0.138	19.659	 0.680	-0.079	 8.724	2
 0.207	21.801	-1.246	 0.094	11.143	2
 0.215	20.730	 1.114	-0.025	10.047	2
 0.306	21.734	-0.084	-0.087	10.901	2
 0.247	21.057	-0.146	-0.154	10.809	2
 0.198	20.949	-1.339	 0.011	11.260	2
 0.223	21.024	 0.685	-0.033	 8.926	2
 0.135	20.462	 0.900	 0.128	10.399	2
 0.211	20.792	 0.420	-0.015	 9.864	2
 0.273	21.161	 1.423	-0.073	10.405	2
 0.247	20.666	-0.339	-0.139	10.280	2
 0.221	21.521	-2.265	 0.085	10.500	2
 0.274	21.437	-0.707	-0.049	10.276	2
 0.177	20.505	 0.830	-0.037	10.865	2
 0.311	21.860	 0.212	-0.034	10.609	2
 0.184	20.642	 0.175	-0.044	10.149	2
 0.159	19.908	 0.971	-0.006	10.398	2
 0.220	20.944	-0.088	-0.068	10.585	2
 0.252	21.587	-0.624	 0.066	10.556	2
 0.181	20.192	 1.561	-0.041	10.223	2
 0.174	20.549	 1.150	-0.024	 8.651	2
 0.380	21.981	-1.213	-0.091	10.799	2
 0.179	20.359	-0.162	-0.100	10.186	2
 0.246	21.327	-1.062	 0.028	10.482	2
 0.209	20.592	 0.801	-0.068	10.402	2
 0.249	21.853	 2.337	 0.206	10.727	2
 0.134	19.608	 0.883	-0.059	 9.879	2
 0.177	20.736	-0.296	 0.025	 9.039	2
 0.281	21.439	 0.315	-0.045	10.623	2
 0.174	21.032	-1.454	 0.114	11.175	2
 0.197	21.018	-0.344	 0.004	 5.000	2
 0.364	22.060	-0.049	-0.171	10.679	2
 0.378	22.422	-0.961	-0.250	11.371	2
 0.316	21.847	-2.282	-0.146	10.899	2
 0.183	20.273	 0.880	-0.038	11.198	2
 0.241	21.006	 0.329	-0.141	10.417	2
 0.202	20.556	 0.781	-0.064	 9.304	2
 0.169	20.890	-2.457	 0.016	10.655	2
 0.198	20.775	 0.030	-0.041	 9.669	2
 0.123	19.618	-0.347	-0.038	 9.842	2
 0.203	20.759	-0.819	-0.109	 5.000	2
 0.127	20.104	 0.879	 0.157	10.980	2
 0.275	21.533	 0.276	-0.016	10.640	2
 0.145	20.257	 0.723	-0.007	 9.779	2
 0.334	21.862	 1.029	-0.064	10.107	2
 0.196	20.704	 2.031	 0.023	10.365	2
 0.194	21.065	-0.393	 0.052	 9.122	2
 0.250	21.021	-0.629	-0.150	10.831	2
 0.149	19.970	 0.509	-0.098	 9.512	2
 0.156	20.146	 0.344	-0.032	 5.000	2
 0.096	19.773	-2.310	 0.070	 9.507	2
 0.151	20.404	-2.565	-0.009	10.684	2
 0.309	22.131	-1.964	 0.004	11.226	2
 0.249	21.128	 0.280	-0.097	 5.000	2
 0.366	22.136	-0.146	-0.111	10.504	2
 0.118	20.040	-1.540	 0.075	11.013	2
 0.192	20.741	-0.019	-0.026	 8.820	2
 0.183	20.474	-0.873	-0.073	10.141	2
 0.235	21.130	-1.346	-0.090	10.525	2
 0.246	20.846	 0.273	-0.142	 9.769	2
 0.288	20.860	-0.872	-0.187	10.996	2
 0.210	20.739	-1.073	-0.148	 9.907	2
 0.192	20.467	-0.793	-0.097	 9.907	2
 0.114	19.173	-0.192	-0.086	 8.332	2
 0.114	19.719	 1.053	 0.040	10.477	2
 0.199	20.520	-0.444	-0.076	10.070	2
 0.221	20.764	 0.525	-0.051	 5.000	2
 0.183	20.599	 0.503	-0.040	 9.520	2
 0.159	19.938	-0.385	-0.142	10.628	2
 0.078	19.240	 0.643	 0.111	10.562	2
 0.139	19.983	 0.837	-0.068	 8.200	2
 0.181	20.579	 0.283	 0.015	11.240	2
 0.178	20.428	-0.760	-0.085	10.015	2
 0.171	20.557	 1.820	 0.150	10.466	2
 0.234	20.863	 1.013	-0.070	 5.000	2
 0.072	18.172	-1.467	-0.121	10.813	2
 0.155	19.970	-0.197	-0.122	10.642	2
 0.090	18.819	 0.317	 0.027	 9.647	2
 0.177	20.397	 1.958	-0.137	 8.963	2
 0.130	19.653	-0.839	-0.198	10.785	2
 0.182	20.681	-0.237	 0.036	10.532	2
 0.256	21.318	-0.075	-0.007	11.229	2
 0.138	19.555	 0.567	-0.096	10.756	2
 0.171	20.780	 1.130	 0.058	 9.793	2
 0.217	20.710	 0.902	-0.109	 8.005	2
 0.246	21.092	 0.081	 0.053	 8.864	2
 0.144	20.046	 0.911	 0.038	10.129	2
 0.249	21.303	 1.243	 0.000	10.483	2
 0.145	20.061	 0.716	 0.015	10.704	2
 0.136	20.059	-0.348	 0.060	11.041	2
 0.059	17.862	 1.071	-0.050	 8.744	2
 0.037	17.321	-0.728	 0.060	 9.099	2
 0.277	21.739	 0.248	-0.187	 8.946	2
 0.205	21.182	-0.678	-0.017	11.251	2
 0.281	21.478	 1.523	 0.030	 9.919	2
 0.199	20.490	 1.032	-0.098	 5.000	2
 0.160	20.411	-0.149	 0.006	 5.000	2
 0.211	21.023	 1.120	-0.031	10.533	2
 0.072	18.984	-0.924	 0.181	10.070	2
 0.238	20.859	 0.664	-0.124	10.134	2
 0.141	20.084	 1.154	 0.031	 9.700	2
 0.155	20.386	-0.606	-0.052	 9.701	2
 0.370	21.893	-0.648	-0.195	11.162	2
 0.094	19.177	-1.123	-0.085	10.016	2
 0.119	20.542	-2.724	 0.255	10.684	2
 0.154	20.241	 0.160	-0.043	 9.261	2
 0.254	21.278	 0.393	-0.055	11.019	2
 0.107	19.338	 0.164	 0.066	10.139	2
 0.130	19.866	-1.624	-0.087	10.832	2
 0.267	21.323	 0.941	-0.044	10.406	2
 0.212	21.093	-0.176	 0.031	10.726	2
 0.278	21.278	 1.316	-0.088	10.630	2
 0.245	20.754	 1.113	-0.109	 5.000	2
 0.134	20.091	 0.916	 0.062	 9.408	2
 0.177	20.913	-2.079	-0.046	10.812	2
 0.114	19.675	-0.735	 0.060	10.764	2
 0.320	22.008	-0.256	-0.022	 9.922	2
 0.113	19.406	 0.885	-0.043	 8.825	2
 0.106	19.225	 0.750	-0.003	10.690	2
 0.391	22.096	 0.145	-0.135	11.140	2
 0.156	20.174	-0.035	 0.025	10.454	2
 0.187	21.077	-1.441	 0.066	10.876	2
 0.197	20.999	-0.446	-0.030	 9.567	2
 0.192	21.202	 0.146	 0.036	10.829	2
 0.191	20.425	 0.948	-0.046	 9.965	2
 0.176	20.591	 0.470	-0.012	10.706	2
 0.128	19.748	-1.173	-0.077	10.933	2
 0.123	19.509	 0.758	-0.013	10.535	2
 0.127	19.701	 0.248	-0.028	10.246	2
 0.213	21.241	-0.590	 0.113	10.489	2
 0.219	20.967	-0.944	-0.049	10.150	2
 0.269	21.597	 0.139	-0.048	 5.000	2
 0.205	20.719	-0.640	-0.112	10.443	2
 0.267	21.207	 0.323	-0.097	10.459	2
 0.218	21.085	 1.079	 0.085	10.620	2
 0.242	20.842	 1.302	-0.119	 5.000	2
 0.294	21.355	 0.469	-0.007	 9.254	2
 0.353	21.771	 0.552	-0.066	 5.000	2
 0.186	20.774	-0.170	 0.045	 5.000	2
 0.285	21.594	 1.352	-0.065	 5.000	2
 0.195	20.368	 1.180	 0.011	 9.536	2
 0.076	18.228	 1.204	-0.104	10.732	2
 0.164	20.518	-0.753	 0.057	10.709	2
 0.257	21.466	 0.432	 0.008	10.821	2
 0.220	21.281	-1.621	 0.080	10.324	2
 0.176	20.293	 1.225	-0.039	 5.000	2
 0.227	21.439	-1.550	 0.033	10.711	2
 0.153	20.209	 0.894	 0.036	10.731	2
 0.210	21.643	-1.604	 0.131	10.390	2
 0.122	19.946	-0.835	-0.022	 8.828	2
 0.291	21.542	 0.640	-0.044	 9.565	2
 0.294	22.401	 1.173	 0.173	10.190	2
 0.165	20.244	 0.152	-0.023	11.215	2
 0.307	21.832	 0.154	-0.045	10.803	2
 0.199	20.711	-0.007	-0.084	 9.139	2
 0.268	21.594	-1.096	-0.073	 9.986	2
 0.401	21.992	 0.175	-0.105	10.274	2
 0.137	20.269	-0.229	 0.094	10.567	2
 0.295	22.242	-2.427	 0.046	11.160	2
 0.292	21.508	 1.181	-0.005	10.190	2
 0.090	18.478	 0.284	-0.146	 8.529	2
 0.206	20.820	 0.083	-0.059	10.164	2
 0.146	19.801	 1.044	-0.005	 5.000	2
 0.118	19.196	 0.743	-0.126	 9.460	2
 0.055	18.011	-1.889	-0.035	10.408	2
 0.174	20.510	 0.047	 0.017	10.337	2
 0.245	21.379	-1.314	-0.086	10.306	2
 0.225	21.146	 0.273	-0.081	 9.496	2
 0.246	21.379	 0.725	 0.061	11.334	2
 0.284	21.246	 0.704	-0.110	10.045	2
 0.181	20.907	-0.682	 0.022	10.682	2
 0.104	19.260	 0.849	 0.056	11.288	2
 0.130	20.554	 0.129	 0.155	 8.635	2
 0.244	20.935	-0.241	-0.162	10.944	2
 0.331	22.048	-0.983	-0.114	10.137	2
 0.243	21.412	-0.030	 0.009	10.600	2
 0.315	21.289	 0.849	-0.092	 8.777	2
 0.219	20.773	 0.204	-0.097	 9.762	2
 0.260	21.301	 1.392	-0.106	10.403	2
 0.282	21.511	-1.291	-0.150	10.880	2
 0.300	21.669	-0.602	 0.045	11.404	2
 0.152	19.681	 0.507	-0.130	 9.275	2
 0.264	21.267	-1.685	-0.111	 5.000	2
 0.214	21.111	 0.569	 0.035	10.213	2
 0.163	20.751	-1.192	 0.024	 5.000	2
 0.124	19.954	 0.657	 0.044	10.124	2
 0.195	20.622	 0.161	 0.034	11.031	2
 0.206	20.613	-0.458	-0.122	 9.938	2
 0.107	19.481	-0.107	-0.004	10.509	2
 0.188	21.112	-0.570	 0.149	10.772	2
 0.164	20.274	-1.408	-0.106	10.761	2
 0.290	21.341	-0.094	-0.124	 5.000	2
 0.094	18.639	 1.272	-0.111	 8.774	2
 0.228	21.001	-0.794	-0.088	 5.000	2
 0.108	19.592	 0.014	 0.032	10.730	2
 0.311	21.379	 1.245	-0.096	 9.113	2
 0.146	20.358	 0.820	 0.013	 9.317	2
 0.088	18.826	-0.319	-0.051	11.214	2
 0.148	19.741	-0.845	-0.155	10.821	2
 0.287	21.605	 0.478	-0.121	 9.203	2
 0.123	19.555	-1.341	-0.080	11.407	2
 0.187	20.477	 0.132	-0.025	 9.648	2
 0.129	19.929	-1.683	-0.032	10.950	2
 0.194	20.982	 0.350	 0.072	10.634	2
 0.148	19.597	 0.676	-0.181	10.336	2
 0.212	21.775	-1.880	 0.045	 9.752	2
 0.180	20.568	 0.280	 0.030	10.119	2
 0.263	21.150	 0.990	-0.171	 9.007	2
 0.192	20.644	 0.396	-0.087	10.194	2
 0.339	21.773	 1.761	-0.077	 9.382	2
 0.117	19.785	-0.083	 0.040	10.574	2
 0.143	19.815	 0.863	-0.049	 9.918	2
 0.160	20.254	 1.392	 0.081	11.150	2
 0.289	21.563	-0.762	-0.111	10.949	2
 0.123	19.971	-0.873	 0.057	10.428	2
 0.264	21.372	 0.532	-0.029	 8.822	2
